	DRUG	CTRL	EC50	PARENT_ID	DATE
1410	ACV	3.796	>40.0	39	2011-07-25 00:00:00
1411	PCV	7.679	9.410	39	2011-07-25 00:00:00
1412	CDV	14.61	2.279	39	2011-07-25 00:00:00
1413	FOS	227.9	89.66	39	2011-07-25 00:00:00
1414	ACV	1.781	>40.0	42	2011-08-01 00:00:00
1415	PCV	10.00	>160.0	42	2011-08-01 00:00:00
1416	CDV	11.74	4.832	42	2011-08-01 00:00:00
1417	FOS	248.9	109.3	42	2011-08-01 00:00:00
1418	ACV	2.718	0.6409	44	2011-08-15 00:00:00
1419	PCV	7.048	3.926	44	2011-08-15 00:00:00
1420	CDV	14.44	10.69	44	2011-08-15 00:00:00
1421	FOS	170.2	84.48	44	2011-08-15 00:00:00
1422	ACV	1.867	>40.0	598	2022-03-04 00:00:00
1423	CDV	52.36	6.841	598	2022-03-04 00:00:00
1424	FOS	156.4	110.2	598	2022-03-04 00:00:00
1425	ACV	2.429	24.02	752	2025-05-02 00:00:00
1426	CDV	13.78	<1.5625	752	2025-05-02 00:00:00
1427	FOS	110.7	51.34	752	2025-05-02 00:00:00
1428	ACV	2.488	>40.0	269	2025-07-30 16:15:48
1429	PCV	5.941	>160.0	269	2025-07-30 16:15:48
1430	CDV	19.91	5.430	269	2025-07-30 16:15:48
1431	FOS	266.5	<50.0	269	2025-07-30 16:15:48
1432	ACV	0.6788	0.19	482	2019-10-07 00:00:00
1433	PCV	1.900	1.184	482	2019-10-07 00:00:00
1434	CDV	5.106	<1.5625	482	2019-10-07 00:00:00
1435	FOS	52.97	<50.0	482	2019-10-07 00:00:00
1436	ACV	1.164	1.304	672	2023-01-23 12:53:28
1437	FOS	79.37	58.61	672	2023-01-23 12:53:28
1438	ACV	1.695	2.56	194	2014-09-01 00:00:00
1439	PCV	4.359	5.097	194	2014-09-01 00:00:00
1440	CDV	11.22	9.546	194	2014-09-01 00:00:00
1441	FOS	148.2	82.17	194	2014-09-01 00:00:00
1442	ACV	2.434	1.799	295	2025-07-30 16:15:48
1443	PCV	7.012	13.17	295	2025-07-30 16:15:48
1444	CDV	22.36	114.6	295	2025-07-30 16:15:48
1445	FOS	211.1	98.75	295	2025-07-30 16:15:48
1446	ACV	1.177	0.7954	728	2024-07-22 00:00:00
1447	CDV	7.932	3.750	728	2024-07-22 00:00:00
1448	FOS	61.96	73.98	728	2024-07-22 00:00:00
1449	ACV	2.254	10.11	59	2025-07-30 16:15:43
1450	PCV	5.982	53.19	59	2025-07-30 16:15:43
1451	CDV	16.3	94.10	59	2025-07-30 16:15:43
1452	FOS	263.8	113.1	59	2025-07-30 16:15:43
1453	ACV	1.061	0.8139	204	2014-10-27 00:00:00
1454	PCV	4.151	2.261	204	2014-10-27 00:00:00
1455	CDV	7.407	5.071	204	2014-10-27 00:00:00
1456	FOS	126.4	<50.0	204	2014-10-27 00:00:00
1457	ACV	3.765	>40.0	319	2016-11-04 00:00:00
1458	PCV	17.64	>160.0	319	2016-11-04 00:00:00
1459	CDV	37.	3.441	319	2016-11-04 00:00:00
1460	FOS	276.1	128.8	319	2016-11-04 00:00:00
1461	ACV	3.796	0.977	41	2011-07-25 00:00:00
1462	PCV	7.679	3.913	41	2011-07-25 00:00:00
1463	CDV	14.61	12.04	41	2011-07-25 00:00:00
1464	FOS	227.9	89.7	41	2011-07-25 00:00:00
1465	ACV	1.806	0.202	549	2021-02-01 00:00:00
1466	CDV	42.74	3.59	549	2021-02-01 00:00:00
1467	FOS	246.6	54.16	549	2021-02-01 00:00:00
1468	ACV	2.598	4.316	306	2025-07-30 16:15:48
1469	PCV	9.361	29.39	306	2025-07-30 16:15:48
1470	CDV	22.79	187.2	306	2025-07-30 16:15:48
1471	FOS	139.4	119.7	306	2025-07-30 16:15:48
1472	ACV	<0.15625	<0.15625	114	2012-12-07 00:00:00
1473	PCV	5.284	12.37	114	2012-12-07 00:00:00
1474	CDV	<1.5625	<1.5625	114	2012-12-07 00:00:00
1475	FOS	198.1	673.6	114	2012-12-07 00:00:00
1476	ACV	0.7334	1.551	421	2018-04-30 00:00:00
1477	PCV	2.456	3.270	421	2018-04-30 00:00:00
1478	CDV	6.441	9.854	421	2018-04-30 00:00:00
1479	FOS	86.55	75.73	421	2018-04-30 00:00:00
1480	ACV	1.194	13.11	80	2012-04-30 00:00:00
1481	PCV	3.417	28.19	80	2012-04-30 00:00:00
1482	CDV	8.267	<1.5625	80	2012-04-30 00:00:00
1483	FOS	157.1	<50.0	80	2012-04-30 00:00:00
1484	ACV	1.039	3.04	519	2020-09-28 00:00:00
1485	CDV	10.02	142.1	519	2020-09-28 00:00:00
1486	FOS	107.5	110.3	519	2020-09-28 00:00:00
1487	CDV	43.25	25.25	546	2021-01-29 00:00:00
1488	ACV	1.732	22.60	258	2015-11-16 00:00:00
1489	PCV	5.378	91.9	258	2015-11-16 00:00:00
1490	CDV	20.73	17.27	258	2015-11-16 00:00:00
1491	FOS	209.7	<50.0	258	2015-11-16 00:00:00
1492	ACV	0.9473	3.027	630	2022-08-22 00:00:00
1493	CDV	13.63	17.27	630	2022-08-22 00:00:00
1494	FOS	96.59	97.15	630	2022-08-22 00:00:00
1495	ACV	2.137	>40.0	660	2022-12-02 00:00:00
1496	CDV	31.5	10.74	660	2022-12-02 00:00:00
1497	FOS	138.4	146.4	660	2022-12-02 00:00:00
1498	PCV	7.696	2.191	488	2019-11-18 00:00:00
1499	CDV	7.784	4.682	488	2019-11-18 00:00:00
1500	FOS	93.84	144.7	488	2019-11-18 00:00:00
1501	ACV	1.646	>40.0	496	2019-12-20 00:00:00
1502	PCV	4.774	>160.0	496	2019-12-20 00:00:00
1503	CDV	16.77	7.141	496	2019-12-20 00:00:00
1504	FOS	98.57	132.	496	2019-12-20 00:00:00
1505	ACV	0.9425	1.606	343	2017-03-10 00:00:00
1506	PCV	2.671	4.924	343	2017-03-10 00:00:00
1507	CDV	8.505	37.26	343	2017-03-10 00:00:00
1508	FOS	86.33	63.54	343	2017-03-10 00:00:00
1509	ACV	0.6174	6.547	385	2017-10-23 00:00:00
1510	PCV	4.313	11.63	385	2017-10-23 00:00:00
1511	CDV	8.396	<1.5625	385	2017-10-23 00:00:00
1512	FOS	92.40	<50.0	385	2017-10-23 00:00:00
1513	ACV	0.6375	>40.0	216	2015-01-09 00:00:00
1514	PCV	3.15	>160.0	216	2015-01-09 00:00:00
1515	CDV	6.097	3.343	216	2015-01-09 00:00:00
1516	FOS	105.4	76.29	216	2015-01-09 00:00:00
1517	ACV	1.701	1.292	664	2022-12-16 00:00:00
1518	FOS	114.9	120.3	664	2022-12-16 00:00:00
1519	ACV	1.563	33.54	148	2013-07-19 00:00:00
1520	PCV	10.09	>160.0	148	2013-07-19 00:00:00
1521	CDV	18.81	6.798	148	2013-07-19 00:00:00
1522	FOS	174.4	56.67	148	2013-07-19 00:00:00
1523	ACV	1.277	1.226	755	2025-06-06 00:00:00
1524	CDV	6.699	4.732	755	2025-06-06 00:00:00
1525	FOS	57.56	65.42	755	2025-06-06 00:00:00
1526	ACV	1.397	1.777	131	2013-04-26 00:00:00
1527	PCV	8.909	9.361	131	2013-04-26 00:00:00
1528	CDV	39.30	90.82	131	2013-04-26 00:00:00
1529	FOS	238.4	69.47	131	2013-04-26 00:00:00
1530	ACV	1.338	16.1	254	2015-09-11 00:00:00
1531	PCV	4.392	91.76	254	2015-09-11 00:00:00
1532	CDV	10.7	<1.5625	254	2015-09-11 00:00:00
1533	FOS	124.9	<50.0	254	2015-09-11 00:00:00
1534	ACV	0.1636	2.872	561	2021-03-22 00:00:00
1535	CDV	2.035	<1.5625	561	2021-03-22 00:00:00
1536	FOS	52.97	71.53	561	2021-03-22 00:00:00
1537	ACV	1.017	2.148	201	2014-10-03 00:00:00
1538	PCV	4.215	4.318	201	2014-10-03 00:00:00
1539	CDV	10.03	7.875	201	2014-10-03 00:00:00
1540	FOS	150.3	88.82	201	2014-10-03 00:00:00
1541	ACV	1.154	17.82	69	2012-02-13 00:00:00
1542	PCV	4.615	114.9	69	2012-02-13 00:00:00
1543	CDV	11.11	1.897	69	2012-02-13 00:00:00
1544	FOS	178.5	65.22	69	2012-02-13 00:00:00
1545	ACV	1.701	3.15	662	2022-12-16 00:00:00
1546	CDV	18.33	28.26	662	2022-12-16 00:00:00
1547	FOS	114.9	183.8	662	2022-12-16 00:00:00
1548	ACV	0.9783	1.749	611	2022-05-13 00:00:00
1549	FOS	87.14	85.72	611	2022-05-13 00:00:00
1550	ACV	2.588	32.37	268	2015-01-11 00:00:00
1551	PCV	8.292	>160.0	268	2015-01-11 00:00:00
1552	CDV	13.91	<1.5625	268	2015-01-11 00:00:00
1553	FOS	184.3	<50.0	268	2015-01-11 00:00:00
1554	ACV	3.546	>40.0	264	2015-12-07 00:00:00
1555	PCV	10.83	>160.0	264	2015-12-07 00:00:00
1556	CDV	28.5	45.12	264	2015-12-07 00:00:00
1557	FOS	256.4	80.08	264	2015-12-07 00:00:00
1558	ACV	1.044	1.102	435	2018-06-08 00:00:00
1559	PCV	4.912	2.288	435	2018-06-08 00:00:00
1560	CDV	17.45	7.584	435	2018-06-08 00:00:00
1561	FOS	126.	68.64	435	2018-06-08 00:00:00
1562	ACV	2.450	38.08	107	2012-10-15 00:00:00
1563	PCV	10.21	>160.0	107	2012-10-15 00:00:00
1564	CDV	28.78	11.94	107	2012-10-15 00:00:00
1565	FOS	262.0	85.04	107	2012-10-15 00:00:00
1566	ACV	2.464	>40.0	279	2025-07-30 16:15:48
1567	PCV	10.30	>160.0	279	2025-07-30 16:15:48
1568	CDV	12.01	5.698	279	2025-07-30 16:15:48
1569	FOS	165.3	79.37	279	2025-07-30 16:15:48
1570	ACV	1.175	0.8475	90	2025-07-30 16:15:44
1571	PCV	6.780	5.815	90	2025-07-30 16:15:44
1572	CDV	13.78	31.5	90	2025-07-30 16:15:44
1573	FOS	193.5	<50.0	90	2025-07-30 16:15:44
1574	ACV	0.2131	1.161	580	2021-05-24 00:00:00
1575	CDV	2.775	4.757	580	2021-05-24 00:00:00
1576	FOS	<50.0	73.89	580	2021-05-24 00:00:00
1577	ACV	1.315	30.37	95	2012-07-30 00:00:00
1578	PCV	6.431	>160.0	95	2012-07-30 00:00:00
1579	CDV	9.233	2.773	95	2012-07-30 00:00:00
1580	FOS	202.0	93.78	95	2012-07-30 00:00:00
1581	ACV	1.043	>40.0	323	2016-11-21 00:00:00
1582	PCV	1.292	>160.0	323	2016-11-21 00:00:00
1583	CDV	8.023	34.35	323	2016-11-21 00:00:00
1584	FOS	73.49	104.4	323	2016-11-21 00:00:00
1585	ACV	1.317	4.41	197	2014-09-19 00:00:00
1586	PCV	4.838	14.56	197	2014-09-19 00:00:00
1587	CDV	9.921	98.72	197	2014-09-19 00:00:00
1588	FOS	137.8	66.42	197	2014-09-19 00:00:00
1589	ACV	1.400	8.752	628	2022-09-16 00:00:00
1590	ACV	1.914	>40.0	222	2015-02-02 00:00:00
1591	PCV	6.203	>160.0	222	2015-02-02 00:00:00
1592	CDV	13.17	43.53	222	2015-02-02 00:00:00
1593	FOS	210.7	72.73	222	2015-02-02 00:00:00
1594	ACV	0.9863	9.397	738	2025-01-27 00:00:00
1595	CDV	5.311	<1.5625	738	2025-01-27 00:00:00
1596	FOS	63.16	<50.0	738	2025-01-27 00:00:00
1597	ACV	2.034	>40.0	772	2025-07-30 16:15:54
1598	PCV	5.236	>160.0	772	2025-07-30 16:15:54
1599	CDV	11.83	24.59	772	2025-07-30 16:15:54
1600	FOS	137.3	73.69	772	2025-07-30 16:15:54
1601	ACV	1.774	3.674	666	2022-12-19 00:00:00
1602	FOS	142.2	147.2	666	2022-12-19 00:00:00
1603	ACV	1.022	17.59	88	2025-07-30 16:15:44
1604	PCV	4.102	98.95	88	2025-07-30 16:15:44
1605	CDV	12.07	<1.5625	88	2025-07-30 16:15:44
1606	FOS	191.3	98.72	88	2025-07-30 16:15:44
1607	ACV	1.043	>40.0	324	2016-11-21 00:00:00
1608	PCV	1.292	>160.0	324	2016-11-21 00:00:00
1609	CDV	8.023	90.66	324	2016-11-21 00:00:00
1610	FOS	73.49	90.39	324	2016-11-21 00:00:00
1611	ACV	1.103	1.669	16	2010-07-23 00:00:00
1612	PCV	3.175	6.497	16	2010-07-23 00:00:00
1613	CDV	5.540	56.43	16	2010-07-23 00:00:00
1614	FOS	112.8	52.05	16	2010-07-23 00:00:00
1615	ACV	3.417	2.641	260	2015-12-04 00:00:00
1616	PCV	5.769	6.358	260	2015-12-04 00:00:00
1617	CDV	22.68	81.7	260	2015-12-04 00:00:00
1618	FOS	261.	64.36	260	2015-12-04 00:00:00
1619	ACV	3.417	>40.0	265	2025-07-30 16:15:48
1620	PCV	5.769	>160.0	265	2025-07-30 16:15:48
1621	CDV	22.68	57.21	265	2025-07-30 16:15:48
1622	FOS	261.	67.35	265	2025-07-30 16:15:48
1623	ACV	1.502	19.78	118	2013-01-14 00:00:00
1624	PCV	8.427	>160.0	118	2013-01-14 00:00:00
1625	CDV	19.16	3.606	118	2013-01-14 00:00:00
1626	FOS	228.6	75.75	118	2013-01-14 00:00:00
1627	ACV	1.172	1.895	631	2022-09-05 00:00:00
1628	ACV	1.876	22.50	130	2013-04-12 00:00:00
1629	PCV	9.439	>160.0	130	2013-04-12 00:00:00
1630	CDV	19.74	5.681	130	2013-04-12 00:00:00
1631	FOS	259.3	59.25	130	2013-04-12 00:00:00
1632	ACV	2.460	35.44	246	2015-07-24 00:00:00
1633	PCV	6.768	>160.0	246	2015-07-24 00:00:00
1634	CDV	14.13	1.791	246	2015-07-24 00:00:00
1635	FOS	175.8	72.94	246	2015-07-24 00:00:00
1636	ACV	1.345	5.612	503	2020-03-09 00:00:00
1637	PCV	3.374	20.63	503	2020-03-09 00:00:00
1638	CDV	15.47	120.3	503	2020-03-09 00:00:00
1639	FOS	130.	114.1	503	2020-03-09 00:00:00
1640	ACV	1.462	>40.0	25	2010-11-19 00:00:00
1641	PCV	10.08	>160.0	25	2010-11-19 00:00:00
1642	CDV	16.05	6.047	25	2010-11-19 00:00:00
1643	FOS	216.3	111.1	25	2010-11-19 00:00:00
1644	ACV	1.166	0.7179	179	2014-04-04 00:00:00
1645	PCV	4.780	10.97	179	2014-04-04 00:00:00
1646	CDV	10.7	51.06	179	2014-04-04 00:00:00
1647	FOS	189.2	83.33	179	2014-04-04 00:00:00
1648	ACV	2.598	12.02	307	2025-07-30 16:15:48
1649	PCV	9.361	18.06	307	2025-07-30 16:15:48
1650	CDV	22.79	48.55	307	2025-07-30 16:15:48
1651	FOS	139.4	149.0	307	2025-07-30 16:15:48
1652	ACV	3.072	22.31	106	2012-10-01 00:00:00
1653	PCV	4.729	>160.0	106	2012-10-01 00:00:00
1654	CDV	26.6	2.866	106	2012-10-01 00:00:00
1655	FOS	252.5	100.0	106	2012-10-01 00:00:00
1656	ACV	0.9364	>40.0	159	2013-09-06 00:00:00
1657	PCV	4.767	>160.0	159	2013-09-06 00:00:00
1658	CDV	12.28	5.787	159	2013-09-06 00:00:00
1659	FOS	179.3	55.05	159	2013-09-06 00:00:00
1660	ACV	0.9546	1.971	404	2018-01-22 00:00:00
1661	PCV	2.149	4.375	404	2018-01-22 00:00:00
1662	CDV	7.015	19.30	404	2018-01-22 00:00:00
1663	FOS	84.93	106.8	404	2018-01-22 00:00:00
1664	ACV	0.7619	0.7657	382	2017-10-13 00:00:00
1665	PCV	3.618	4.107	382	2017-10-13 00:00:00
1666	CDV	5.937	10.81	382	2017-10-13 00:00:00
1667	FOS	85.72	63.78	382	2017-10-13 00:00:00
1668	ACV	0.9248	5.168	514	2020-09-21 00:00:00
1669	CDV	8.105	19.39	514	2020-09-21 00:00:00
1670	FOS	148.3	206.7	514	2020-09-21 00:00:00
1671	CDV	12.69	1.779	699	2023-08-11 00:00:00
1672	ACV	1.041	0.5127	530	2020-12-11 00:00:00
1673	CDV	19.45	3.125	530	2020-12-11 00:00:00
1674	FOS	151.7	77.92	530	2020-12-11 00:00:00
1675	ACV	1.166	27.37	178	2014-04-04 00:00:00
1676	PCV	4.780	86.26	178	2014-04-04 00:00:00
1677	CDV	10.7	6.368	178	2014-04-04 00:00:00
1678	FOS	189.2	102.9	178	2014-04-04 00:00:00
1679	ACV	1.034	0.4652	157	2013-09-02 00:00:00
1680	PCV	4.562	3.408	157	2013-09-02 00:00:00
1681	CDV	9.884	11.26	157	2013-09-02 00:00:00
1682	FOS	166.2	110.5	157	2013-09-02 00:00:00
1683	ACV	0.4252	>40.0	356	2017-06-05 00:00:00
1684	PCV	1.196	>160.0	356	2017-06-05 00:00:00
1685	CDV	5.868	59.46	356	2017-06-05 00:00:00
1686	FOS	87.06	50.	356	2017-06-05 00:00:00
1687	ACV	0.7106	0.3401	735	2024-09-27 00:00:00
1688	CDV	4.707	2.638	735	2024-09-27 00:00:00
1689	FOS	<50.0	<50.0	735	2024-09-27 00:00:00
1690	ACV	2.254	>40.0	58	2025-07-30 16:15:43
1691	PCV	5.982	>160.0	58	2025-07-30 16:15:43
1692	CDV	16.3	13.37	58	2025-07-30 16:15:43
1693	FOS	263.8	75.14	58	2025-07-30 16:15:43
1694	ACV	2.783	>40.0	105	2012-09-24 00:00:00
1695	PCV	5.021	152.	105	2012-09-24 00:00:00
1696	CDV	23.46	4.419	105	2012-09-24 00:00:00
1697	FOS	268.2	135.	105	2012-09-24 00:00:00
1698	ACV	1.464	4.328	534	2021-01-25 00:00:00
1699	CDV	30.97	29.92	534	2021-01-25 00:00:00
1700	FOS	227.1	225.3	534	2021-01-25 00:00:00
1701	ACV	2.387	27.03	145	2013-07-08 00:00:00
1702	PCV	16.21	>160.0	145	2013-07-08 00:00:00
1703	CDV	15.65	<1.5625	145	2013-07-08 00:00:00
1704	FOS	204.4	70.71	145	2013-07-08 00:00:00
1705	ACV	0.8139	0.1933	416	2018-04-16 00:00:00
1706	PCV	2.916	0.7145	416	2018-04-16 00:00:00
1707	CDV	9.309	2.578	416	2018-04-16 00:00:00
1708	FOS	91.27	<50.0	416	2018-04-16 00:00:00
1709	ACV	2.116	5.96	700	2023-09-11 00:00:00
1710	FOS	87.20	144.2	700	2023-09-11 00:00:00
1711	ACV	1.044	17.14	433	2018-06-08 00:00:00
1712	PCV	4.912	99.47	433	2018-06-08 00:00:00
1713	CDV	17.45	2.893	433	2018-06-08 00:00:00
1714	FOS	126.	58.13	433	2018-06-08 00:00:00
1715	ACV	1.172	24.3	705	2023-10-09 00:00:00
1716	CDV	16.61	11.75	705	2023-10-09 00:00:00
1717	FOS	79.12	125.6	705	2023-10-09 00:00:00
1718	ACV	1.102	9.184	650	2022-10-03 00:00:00
1719	ACV	1.044	3.013	513	2020-09-11 00:00:00
1720	CDV	8.717	10.01	513	2020-09-11 00:00:00
1721	FOS	119.6	132.2	513	2020-09-11 00:00:00
1722	ACV	0.7189	0.6677	430	2018-05-14 00:00:00
1723	PCV	2.659	7.146	430	2018-05-14 00:00:00
1724	CDV	10.95	48.38	430	2018-05-14 00:00:00
1725	FOS	139.1	79.37	430	2018-05-14 00:00:00
1726	ACV	1.098	29.19	674	2023-02-06 00:00:00
1727	CDV	11.21	<1.5625	674	2023-02-06 00:00:00
1728	FOS	67.96	<50.0	674	2023-02-06 00:00:00
1729	ACV	1.864	0.9732	625	2022-08-08 00:00:00
1730	CDV	37.51	12.59	625	2022-08-08 00:00:00
1731	FOS	132.3	113.1	625	2022-08-08 00:00:00
1732	ACV	0.2013	5.430	558	2021-03-08 00:00:00
1733	FOS	54.99	226.4	558	2021-03-08 00:00:00
1734	ACV	2.080	1.555	305	2025-07-30 16:15:48
1735	PCV	6.547	15.31	305	2025-07-30 16:15:48
1736	CDV	12.72	68.04	305	2025-07-30 16:15:48
1737	FOS	157.6	81.58	305	2025-07-30 16:15:48
1738	ACV	0.6200	7.349	207	2014-11-07 00:00:00
1739	PCV	3.460	41.01	207	2014-11-07 00:00:00
1740	CDV	6.424	3.725	207	2014-11-07 00:00:00
1741	FOS	119.1	<50.0	207	2014-11-07 00:00:00
1742	ACV	0.9569	>40.0	342	2017-03-06 00:00:00
1743	PCV	3.767	>160.0	342	2017-03-06 00:00:00
1744	CDV	9.546	4.409	342	2017-03-06 00:00:00
1745	FOS	104.5	108.0	342	2017-03-06 00:00:00
1746	ACV	3.455	1.120	48	2011-08-22 00:00:00
1747	PCV	7.374	4.482	48	2011-08-22 00:00:00
1748	CDV	19.04	14.09	48	2011-08-22 00:00:00
1749	FOS	273.4	132.4	48	2011-08-22 00:00:00
1750	ACV	1.322	2.556	684	2023-02-17 00:00:00
1751	FOS	63.51	<50.0	684	2023-02-17 00:00:00
1752	ACV	1.225	>40.0	110	2012-11-16 00:00:00
1753	PCV	5.946	>160.0	110	2012-11-16 00:00:00
1754	CDV	8.839	13.21	110	2012-11-16 00:00:00
1755	FOS	176.3	215.5	110	2012-11-16 00:00:00
1756	ACV	2.375	>40.0	121	2013-02-15 00:00:00
1757	PCV	7.262	>160.0	121	2013-02-15 00:00:00
1758	CDV	9.473	13.01	121	2013-02-15 00:00:00
1759	FOS	168.7	122.7	121	2013-02-15 00:00:00
1760	ACV	0.9795	24.93	346	2017-04-07 00:00:00
1761	PCV	2.715	149.8	346	2017-04-07 00:00:00
1762	CDV	5.456	<1.5625	346	2017-04-07 00:00:00
1763	FOS	91.84	<50.0	346	2017-04-07 00:00:00
1764	CDV	2.984	21.55	553	2021-02-26 00:00:00
1765	ACV	1.102	2.089	632	2022-10-03 00:00:00
1766	ACV	<0.15625	<0.15625	83	2025-07-30 16:15:44
1767	PCV	<0.625	<0.625	83	2025-07-30 16:15:44
1768	CDV	<1.5625	<1.5625	83	2025-07-30 16:15:44
1769	FOS	287.7	60.89	83	2025-07-30 16:15:44
1770	ACV	3.604	>40.0	303	2025-07-30 16:15:48
1771	PCV	10.77	154.6	303	2025-07-30 16:15:48
1772	CDV	11.66	2.881	303	2025-07-30 16:15:48
1773	FOS	143.1	57.31	303	2025-07-30 16:15:48
1774	ACV	2.488	>40.0	271	2025-07-30 16:15:48
1775	PCV	5.941	>160.0	271	2025-07-30 16:15:48
1776	CDV	19.91	18.73	271	2025-07-30 16:15:48
1777	FOS	266.5	<50.0	271	2025-07-30 16:15:48
1778	CDV	3.59	28.16	564	2021-04-16 00:00:00
1779	ACV	1.588	1.361	726	2024-07-12 00:00:00
1780	FOS	71.00	61.13	726	2024-07-12 00:00:00
1781	ACV	1.545	>40.0	136	2013-05-20 00:00:00
1782	PCV	9.003	>160.0	136	2013-05-20 00:00:00
1783	CDV	14.49	30.03	136	2013-05-20 00:00:00
1784	FOS	224.5	251.2	136	2013-05-20 00:00:00
1785	CDV	<1.5625	43.60	251	2021-04-30 00:00:00
1786	ACV	0.6014	>40.0	406	2018-02-19 00:00:00
1787	PCV	3.202	154.8	406	2018-02-19 00:00:00
1788	CDV	12.50	5.925	406	2018-02-19 00:00:00
1789	ACV	0.9060	1.25	175	2014-03-28 00:00:00
1790	PCV	3.996	7.736	175	2014-03-28 00:00:00
1791	CDV	10.51	57.43	175	2014-03-28 00:00:00
1792	FOS	146.1	85.72	175	2014-03-28 00:00:00
1793	ACV	1.426	4.728	776	2019-06-28 00:00:00
1794	PCV	3.542	9.805	776	2019-06-28 00:00:00
1795	CDV	10.34	42.86	776	2019-06-28 00:00:00
1796	FOS	91.63	230.2	776	2019-06-28 00:00:00
1797	ACV	0.9248	>40.0	520	2020-09-21 00:00:00
1798	CDV	8.105	1.945	520	2020-09-21 00:00:00
1799	FOS	148.3	108.0	520	2020-09-21 00:00:00
1800	ACV	0.6413	9.525	444	2018-07-16 00:00:00
1801	PCV	2.558	3.328	444	2018-07-16 00:00:00
1802	CDV	9.921	13.21	444	2018-07-16 00:00:00
1803	FOS	86.55	57.97	444	2018-07-16 00:00:00
1804	ACV	1.695	17.23	193	2014-09-01 00:00:00
1805	PCV	4.359	49.95	193	2014-09-01 00:00:00
1806	CDV	11.22	1.906	193	2014-09-01 00:00:00
1807	FOS	148.2	71.51	193	2014-09-01 00:00:00
1808	ACV	1.25	0.2007	587	2022-01-10 00:00:00
1809	CDV	11.42	3.016	587	2022-01-10 00:00:00
1810	FOS	81.23	52.59	587	2022-01-10 00:00:00
1811	ACV	1.545	23.48	137	2013-05-20 00:00:00
1812	PCV	9.003	>160.0	137	2013-05-20 00:00:00
1813	CDV	14.49	1.604	137	2013-05-20 00:00:00
1814	FOS	224.5	65.03	137	2013-05-20 00:00:00
1815	ACV	0.6304	>40.0	362	2017-08-04 00:00:00
1816	PCV	2.378	>160.0	362	2017-08-04 00:00:00
1817	CDV	7.235	57.86	362	2017-08-04 00:00:00
1818	FOS	86.95	118.0	362	2017-08-04 00:00:00
1819	ACV	3.715	>40.0	527	2020-11-09 00:00:00
1820	CDV	36.74	4.961	527	2020-11-09 00:00:00
1821	FOS	257.7	133.8	527	2020-11-09 00:00:00
1822	ACV	1.543	>40.0	759	2025-07-21 00:00:00
1823	FOS	70.18	<50.0	759	2025-07-21 00:00:00
1824	ACV	1.027	4.868	652	2022-10-31 00:00:00
1825	CDV	7.630	5.441	652	2022-10-31 00:00:00
1826	FOS	50.58	105.3	652	2022-10-31 00:00:00
1827	ACV	0.8746	0.4961	707	2023-11-06 00:00:00
1828	CDV	9.045	4.644	707	2023-11-06 00:00:00
1829	FOS	66.24	54.53	707	2023-11-06 00:00:00
1830	ACV	0.761	11.58	619	2022-06-20 00:00:00
1831	CDV	15.44	<1.5625	619	2022-06-20 00:00:00
1832	FOS	71.87	<50.0	619	2022-06-20 00:00:00
1833	ACV	0.5640	0.5106	355	2017-05-19 00:00:00
1834	PCV	2.06	3.35	355	2017-05-19 00:00:00
1835	CDV	11.87	13.05	355	2017-05-19 00:00:00
1836	FOS	98.91	89.09	355	2017-05-19 00:00:00
1837	ACV	1.806	13.08	548	2021-02-01 00:00:00
1838	CDV	42.74	2.219	548	2021-02-01 00:00:00
1839	FOS	246.6	79.68	548	2021-02-01 00:00:00
1840	ACV	2.080	>40.0	312	2025-07-30 16:15:49
1841	PCV	6.547	>160.0	312	2025-07-30 16:15:49
1842	CDV	12.72	13.88	312	2025-07-30 16:15:49
1843	FOS	157.6	284.2	312	2025-07-30 16:15:49
1844	ACV	2.293	5.400	300	2025-07-30 16:15:48
1845	PCV	7.711	9.361	300	2025-07-30 16:15:48
1846	CDV	24.00	12.33	300	2025-07-30 16:15:48
1847	FOS	194.3	230.1	300	2025-07-30 16:15:48
1848	ACV	1.044	1.964	508	2020-09-11 00:00:00
1849	CDV	8.717	2.984	508	2020-09-11 00:00:00
1850	FOS	119.6	238.7	508	2020-09-11 00:00:00
1851	ACV	1.864	7.653	731	2024-10-28 00:00:00
1852	CDV	11.09	3.733	731	2024-10-28 00:00:00
1853	FOS	110.0	84.79	731	2024-10-28 00:00:00
1854	ACV	1.426	>40.0	793	2019-06-28 00:00:00
1855	PCV	3.542	>160.0	793	2019-06-28 00:00:00
1856	CDV	10.34	6.932	793	2019-06-28 00:00:00
1857	FOS	91.63	131.1	793	2019-06-28 00:00:00
1858	ACV	1.126	>40.0	773	2019-08-05 00:00:00
1859	PCV	3.096	>160.0	773	2019-08-05 00:00:00
1860	CDV	10.75	10.90	773	2019-08-05 00:00:00
1861	FOS	100.8	132.7	773	2019-08-05 00:00:00
1862	ACV	2.102	17.33	5	2009-11-27 00:00:00
1863	PCV	6.504	92.05	5	2009-11-27 00:00:00
1864	CDV	13.87	2.178	5	2009-11-27 00:00:00
1865	FOS	186.2	67.23	5	2009-11-27 00:00:00
1866	ACV	0.2501	23.47	576	2021-05-14 00:00:00
1867	CDV	3.428	2.378	576	2021-05-14 00:00:00
1868	FOS	<50.0	50.	576	2021-05-14 00:00:00
1869	ACV	1.229	0.5277	617	2022-06-13 00:00:00
